Project Name	Sample Number	Station ID	Sample Date	Sample Time	Sample Type	Cost Code	Agency Bill Code	Trip ID	Sample Description	Collector	Sample Received Date	Chain of Custody	Replicate Number	Test Number	Method Agency	Method ID	Method Description	Param Description	CAS Number	Matrix Description	Problem Identifier	Result Code	Result Value	Lower Report Limit	Method Detect Limit	Sample Detect Limit	Sample Report Limit	Units	Dilution Factor	Batch Number	Analysis Date	Project Comment	Sample Comment	Test Comment	Result Comment
C2019-06619	2222084		12/03/2019 12:00:00 AM	11:00		350	27		MZ51 LCB PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10494115	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.894	0.001	0.001			NONE	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06619	2222091		12/03/2019 12:00:00 AM	11:00		350	27		MZ51 LCB PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491898	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			59.4	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06619	2222091		12/03/2019 12:00:00 AM	11:00		350	27		MZ51 LCB PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491898	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			7.33	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06619	2222091		12/03/2019 12:00:00 AM	11:00		350	27		MZ51 LCB PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491898	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			45.8	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06619	2222091		12/03/2019 12:00:00 AM	11:00		350	27		MZ51 LCB PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10492520	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			297	1	.5	1.0	2.0	MG-L	2.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06619	2222091		12/03/2019 12:00:00 AM	11:00		350	27		MZ51 LCB PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491900	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data (from instrument)	Se	7782-49-2	Water, Filtered	<	U	1.0	1	0.5	0.5	1.0	UG-L	1.00	EPA200.8-20191205-1	12/04/2019 12:00:00 AM				
C2019-06619	2222091		12/03/2019 12:00:00 AM	11:00		350	27		MZ51 LCB PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491899	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			337	6.62	3.33			MG-L							
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491862	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			940	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20191204-1	12/04/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491860	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			542	20.00	11.7	11.7	20.0	MG-L	1	EPA160.1-20191210-1	12/09/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491861	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water			196	4.000	1.488	7.44	20.0	MG-L	5	EPA160.2-20191210-1	12/09/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491856	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			128	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20191204-1	12/04/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491858	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			14.5	3.5	0.44	0.44	3.5	MG-L	1	EPA325.2-20191216-1	12/16/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491857	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			73.8	20.00	9.04	9.04	20.0	MG-L	1	EPA375.2-20191219-1	12/18/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491859	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			404	4	3.68	3.68	4	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491859	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			242	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491859	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			493	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491859	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491859	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			44.2	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491859	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06620	2222085		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491859	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			7.261	0.001	0.001			NONE	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06620	2222092		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491901	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			55.2	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06620	2222092		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491901	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			2.7	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06620	2222092		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491901	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			37.4	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06620	2222092		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491901	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			118	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06620	2222092		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491903	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data (from instrument)	Se	7782-49-2	Water, Filtered	<	U	1.0	1	0.5	0.5	1.0	UG-L	1.00	EPA200.8-20191205-1	12/04/2019 12:00:00 AM				
C2019-06620	2222092		12/03/2019 12:00:00 AM	11:30		350	27		MZ53 LCB PZ3 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491902	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			292	6.62	3.33			MG-L							
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491870	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			991	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20191204-1	12/04/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491868	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			592	20.00	11.7	11.7	20.0	MG-L	1	EPA160.1-20191210-1	12/09/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491869	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water			1030	4.000	1.488	37.2	100	MG-L	25	EPA160.2-20191210-1	12/09/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491864	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			752	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20191204-1	12/04/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491866	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			15.0	3.5	0.44	0.44	3.5	MG-L	1	EPA325.2-20191216-1	12/16/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491865	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			71.6	20.00	9.04	9.04	20.0	MG-L	1	EPA375.2-20191219-1	12/18/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	2	10494116	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			417	4	3.68	7.36	8	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	2	10494116	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			250	0.001	0.001	0.002	0.002	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	2	10494116	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			509	0.001	0.001	0.002	0.002	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	2	10494116	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	2	10494116	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			269	0.001	0.001	0.002	0.002	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	2	10494116	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06621	2222086		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	2	10494116	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.491	0.001	0.001			NONE	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06621	2222093		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491904	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			47.7	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06621	2222093		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491904	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			3.85	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06621	2222093		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491904	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			34.5	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06621	2222093		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491904	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			146	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06621	2222093		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491906	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data (from instrument)	Se	7782-49-2	Water, Filtered	<	U	1.0	1	0.5	0.5	1.0	UG-L	1.00	EPA200.8-20191205-1	12/04/2019 12:00:00 AM				
C2019-06621	2222093		12/03/2019 12:00:00 AM	11:40		350	27		MZ52 LCB PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491905	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			261	6.62	3.33			MG-L							
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491878	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			2340	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20191204-1	12/04/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491876	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			1620	20.00	11.7	11.7	20.0	MG-L	1	EPA160.1-20191210-1	12/09/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491877	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water			690	4.000	1.488	37.2	100	MG-L	25	EPA160.2-20191210-1	12/09/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491872	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			446	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20191204-1	12/04/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491874	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			213	3.5	0.44	0.44	3.5	MG-L	1	EPA325.2-20191216-1	12/16/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	3	10495821	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			484	20.00	9.04	18.08	40.0	MG-L	2	EPA375.2-20191219-1	12/18/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10494117	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			495	4	3.68	7.36	8	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10494117	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			297	0.001	0.001	0.002	0.002	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10494117	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			604	0.001	0.001	0.002	0.002	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10494117	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10494117	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			270	0.001	0.001	0.002	0.002	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10494117	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06622	2222087		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10494117	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			6.564	0.001	0.001			NONE	2	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06622	2222094		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491907	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			2.62	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06622	2222094		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491907	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			66.0	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06622	2222094		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491907	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			172	1	.5	0.5	1	MG-L	1.00	EPA200.7-20191209-3	12/04/2019 12:00:00 AM				
C2019-06622	2222094		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	2	10494429	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			284	1	.5	1.0	2.0	MG-L	2.00	EPA200.7-20191218-1	12/13/2019 12:00:00 AM				
C2019-06622	2222094		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491909	EPA 	 200.8	EPA Method 200.8 ICP/MS Metals Data (from instrument)	Se	7782-49-2	Water, Filtered	<	U	1.0	1	0.5	0.5	1.0	UG-L	1.00	EPA200.8-20191205-1	12/04/2019 12:00:00 AM				
C2019-06622	2222094		12/03/2019 12:00:00 AM	15:30		350	27		MZ46 UBC PZ1 MONTEZUMA	JW	12/04/2019 12:00:00 AM	F	1	10491908	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			981	6.62	3.33			MG-L							
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491886	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			1830	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20191204-1	12/04/2019 12:00:00 AM				
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491884	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			1280	20.00	11.7	11.7	20.0	MG-L	1	EPA160.1-20191210-1	12/09/2019 12:00:00 AM				
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491885	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water			87.6	4.000	1.488	1.49	4.00	MG-L	1	EPA160.2-20191210-1	12/09/2019 12:00:00 AM				
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491880	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			22.7	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20191204-1	12/04/2019 12:00:00 AM				
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491882	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			161	3.5	0.44	0.44	3.5	MG-L	1	EPA325.2-20191216-1	12/16/2019 12:00:00 AM				
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	2	10495810	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water			440	20.00	9.04	18.08	40.0	MG-L	2	EPA375.2-20191219-1	12/18/2019 12:00:00 AM				
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491883	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			301	4	3.68	3.68	4	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491883	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			181	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491883	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			368	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
C2019-06623	2222088		12/03/2019 12:00:00 AM	16:00		350	27		MZ47 UBC PZ2	JW	12/04/2019 12:00:00 AM	F	1	10491883	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20191211-1	12/10/2019 12:00:00 AM				
